Stock Code,Product Name,Wholesale Price,Retail Price,Profit,Image URL,Image Preview,Category,Form,Count,Description,Ingredients,Benefits,Directions,Warnings,PN SKU
C331,CPI Support 38g *,$21.00,$50.00,$29.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C331-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade CPI Support supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. CPI Support contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. CPI Support is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-CPISUPPO
A774,Creatine Plus 300g,$23.00,$36.00,$13.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/A774-original_squared.png,,Supplements,Capsules,Capsules,"Professional grade Creatine Plus supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Creatine Plus contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Creatine Plus is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-CREATINE
C292,Curcumin 60s *,$29.00,$58.00,$29.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C292-original_squared.png,,Supplements,Capsules,Capsules,"Professional grade Curcumin supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Curcumin contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Curcumin is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-CURCUMIN
B261,Daily Multi Vite 90s *,$24.00,$52.00,$28.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B261-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Daily Multi Vite supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Daily Multi Vite contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Daily Multi Vite is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-DAILYMUL
B277,Derma Health 120s *,$17.50,$40.00,$22.50,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B277-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Derma Health supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Derma Health contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Derma Health is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-DERMAHEA
B178,Detox Binder 120s,$25.00,$50.00,$25.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B178-composite_squared.png,,Liver Support,Capsules,Capsules,"Professional grade Detox Binder supplement for liver support support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Detox Binder contains premium quality ingredients sourced for maximum potency and purity.,Supports liver support and overall wellness. Detox Binder is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-DETOXBIN
C568,DHA 100mg 30s,$15.00,$30.00,$15.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C568-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade DHA supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. DHA contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. DHA is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-DHA056
C248,DHEA 10mg 90s *,$11.00,$22.00,$11.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C248-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade DHEA 10mg supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. DHEA 10mg contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. DHEA 10mg is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-DHEA10MG
C854,DHEA 25mg 60s,$11.00,$24.00,$13.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C854-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade DHEA 25mg supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. DHEA 25mg contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. DHEA 25mg is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-DHEA25MG
C267,Digestive Support 90s *,$15.00,$32.00,$17.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C267-composite_squared.png,,Digestive Health,Capsules,Capsules,"Professional grade Digestive Support supplement for digestive health support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Digestive Support contains premium quality ingredients sourced for maximum potency and purity.,Supports digestive health and overall wellness. Digestive Support is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-DIGESTIV
C263,Double Strength Digestive Support 90s *,$21.00,$45.00,$24.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C263-composite_squared.png,,Digestive Health,Capsules,Capsules,"Professional grade Double Strength Digestive Support supplement for digestive health support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Double Strength Digestive Support contains premium quality ingredients sourced for maximum potency and purity.,Supports digestive health and overall wellness. Double Strength Digestive Support is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-DOUBLEST
C940,Elderberry Extract 4oz *,$16.00,$32.00,$16.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C940-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Elderberry Extract supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Elderberry Extract contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Elderberry Extract is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-ELDERBER
F343,Electrolyte Complex 394g *,$26.00,$52.00,$26.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/F343-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Electrolyte Complex supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Electrolyte Complex contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Electrolyte Complex is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-ELECTROL
C677,Enzymes Plus 90s,$18.50,$37.00,$18.50,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C677-composite_squared.png,,Digestive Health,Capsules,Capsules,"Professional grade Enzymes Plus supplement for digestive health support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Enzymes Plus contains premium quality ingredients sourced for maximum potency and purity.,Supports digestive health and overall wellness. Enzymes Plus is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-ENZYMESP
B229,EPO 1300 90s,$18.50,$37.00,$18.50,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B229-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade EPO 1300 supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. EPO 1300 contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. EPO 1300 is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-EPO1300
B230,Eye Care 60s *,$20.00,$42.00,$22.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B230-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Eye Care supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Eye Care contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Eye Care is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-EYECARE
B289,Female Balance 90s *,$14.00,$30.00,$16.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B289-composite_squared.png,,Women's Health,Capsules,Capsules,"Professional grade Female Balance supplement for women's health support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Female Balance contains premium quality ingredients sourced for maximum potency and purity.,Supports women's health and overall wellness. Female Balance is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-FEMALEBA
D271,Ferrochel 100s *,$12.00,$25.00,$13.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/D271-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Ferrochel supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Ferrochel contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Ferrochel is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-FERROCHE
B293,FI Caps 120s,$20.00,$42.00,$22.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B293-original_squared.png,,Supplements,,,,,,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",
B320,Fiber Powder 200g *,$16.00,$34.00,$18.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B320-original_squared.png,,Digestive Health,Powder,Powder,"Professional grade Fiber Powder supplement for digestive health support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Fiber Powder contains premium quality ingredients sourced for maximum potency and purity.,Supports digestive health and overall wellness. Fiber Powder is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-FIBERPOW
A257,Fiber Supreme Powder 200g *,$16.50,$35.00,$18.50,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/A257-composite_squared.png,,Digestive Health,Powder,Powder,"Professional grade Fiber Supreme Powder supplement for digestive health support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Fiber Supreme Powder contains premium quality ingredients sourced for maximum potency and purity.,Supports digestive health and overall wellness. Fiber Supreme Powder is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-FIBERSUP
C335,Folinic Plus 30g *,$15.00,$37.00,$22.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C335-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Folinic Plus supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Folinic Plus contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Folinic Plus is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-FOLINICP
D184,Fulvic Pro 2oz,$30.00,$50.00,$20.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/D184-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Fulvic Pro supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Fulvic Pro contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Fulvic Pro is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-FULVICPR
C931,GABA Chews 30s *,$18.00,$36.00,$18.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C931-composite_squared.png,,Mood Support,Chewables,Chewables,"Professional grade GABA Chews supplement for mood support support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. GABA Chews contains premium quality ingredients sourced for maximum potency and purity.,Supports mood support and overall wellness. GABA Chews is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-GABACHEW
B519,Gamma Toco E 60s,$31.00,$57.00,$26.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B519-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Gamma Toco E supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Gamma Toco E contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Gamma Toco E is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-GAMMATOC
C227,Garlic 100s,$8.00,$16.00,$8.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C227-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Garlic supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Garlic contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Garlic is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-GARLIC
B315,Gastric Chews 180s *,$16.50,$38.00,$21.50,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B315-composite_squared.png,,Supplements,Chewables,Chewables,"Professional grade Gastric Chews supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Gastric Chews contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Gastric Chews is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-GASTRICC
C278,GFSE 60s *,$18.00,$38.00,$20.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C278-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade GFSE (Grapefruit Seed Extract) supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. GFSE (Grapefruit Seed Extract) contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. GFSE (Grapefruit Seed Extract) is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-GFSEGRAP
C723,Ginkgo Biloba 50s *,$16.00,$32.00,$16.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C723-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Ginkgo Biloba supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Ginkgo Biloba contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Ginkgo Biloba is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-GINKGOBI
C305,Glutamine Powder 227g *,$15.00,$32.00,$17.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C305-original_squared.png,,Supplements,Powder,Powder,"Professional grade Glutamine Powder supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Glutamine Powder contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Glutamine Powder is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-GLUTAMIN
E191,Glutathione Cream 3oz,$25.00,$50.00,$25.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/E191-composite_squared.png,,Supplements,Topical Cream,Topical Cream,"Professional grade Glutathione Cream supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Glutathione Cream contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Glutathione Cream is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-GLUTATHI
C673,Gluten Enzyme Support 60s *,$20.00,$40.00,$20.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C673-composite_squared.png,,Digestive Health,Capsules,Capsules,"Professional grade Gluten Enzyme Support supplement for digestive health support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Gluten Enzyme Support contains premium quality ingredients sourced for maximum potency and purity.,Supports digestive health and overall wellness. Gluten Enzyme Support is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-GLUTENEN
A342,Hashi Support 120s,$40.00,$60.00,$20.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/A342-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Hashi Support supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Hashi Support contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Hashi Support is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-HASHISUP
B232,HCL/Pepsin 90s,$13.00,$26.00,$13.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B232-composite_squared.png,,"Digestive Support, Enzymes, Glandulars, Stomach Support",Capsules,90 Capsules,"This formula contains a combination of nutrients that may be beneficial for promoting healthy digestion when taken at the start of a meal. Betaine HCL helps maintains a healthy pH in the stomach, supporting normal protein digestion, mineral absorption, small intestine pH, and B12 absorption. Pepsin is the chief digestive enzyme in the stomach, which breaks down proteins into polypeptides.","Betaine HCL, Pepsin","Promotes healthy digestion, maintains healthy pH in stomach, supports protein digestion, mineral absorption, and B12 absorption.",Take as directed by your healthcare practitioner. Take at the start of a meal.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure or prevent any disease.",B232PN
C316,Heart Support 60s *,$18.00,$40.00,$22.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C316-composite_squared.png,,Heart Health,Capsules,Capsules,"Professional grade Heart Support supplement for heart health support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Heart Support contains premium quality ingredients sourced for maximum potency and purity.,Supports heart health and overall wellness. Heart Support is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-HEARTSUP
B625,Herbal C & Zinc 60s,$15.60,$26.00,$10.40,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B625-composite_squared.png,,Minerals,Capsules,Capsules,"Professional grade Herbal C & Zinc supplement for minerals support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Herbal C & Zinc contains premium quality ingredients sourced for maximum potency and purity.,Supports minerals and overall wellness. Herbal C & Zinc is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-HERBALCZ
C900,Herbal Cleanse 60s *,$12.00,$26.00,$14.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C900-composite_squared.png,,Liver Support,Capsules,Capsules,"Professional grade Herbal Cleanse supplement for liver support support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Herbal Cleanse contains premium quality ingredients sourced for maximum potency and purity.,Supports liver support and overall wellness. Herbal Cleanse is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-HERBALCL
C311,Hi EST Support 60s *,$25.00,$50.00,$25.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C311-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Hi EST Support supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Hi EST Support contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Hi EST Support is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-HIESTSUP
C321-1,Hystazyme 60s,$15.00,$30.00,$15.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C321-1-original_squared.png,,Supplements,Capsules,Capsules,"Professional grade Hystazyme supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Hystazyme contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Hystazyme is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-HYSTAZYM
